id,name,type,typecode,biz_type,lon,lat
B0FFGGTX7C,针线一巷与针线胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.42106160185054,39.944618068511026
B0FFGGTTLG,炮局头条与炮局胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.41766591796886,39.94463257545413
B0FFGGT4BL,后永康胡同与民安街交叉口,地名地址信息;交通地名;路口名,190302,[],116.41930224922784,39.9434152431653
B0FFGGSJOR,炮局头条与育树四条交叉口,地名地址信息;交通地名;路口名,190302,[],116.41721319964618,39.945752104075154
B0FFGGS7DS,育树二条与育树胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.41803424294329,39.945824882629495
B0FFGGPC1G,旗杆胡同与针线胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.4207570855381,39.945170712818566
B0FFGGL9MF,育树二条与育树四条交叉口,地名地址信息;交通地名;路口名,190302,[],116.41721319964618,39.945752104075154
B0FFGGIZNT,东直门北桥与北二环交叉口,地名地址信息;交通地名;路口名,190302,[],116.42250432067952,39.948259561785434
B0FFGGH3I2,民旺三巷与民旺中巷交叉口,地名地址信息;交通地名;路口名,190302,[],116.4205961157597,39.95095231022871
B0FFGGFX1V,炮局头条与育树二条交叉口,地名地址信息;交通地名;路口名,190302,[],116.41721319964618,39.945752104075154
B0FFGGEM0I,北马杓胡同与民安街交叉口,地名地址信息;交通地名;路口名,190302,[],116.42593961389105,39.94323002017057
B0FFGGEEWE,东直门北桥与北二环交叉口,地名地址信息;交通地名;路口名,190302,[],116.42442638469302,39.948419876458004
B0FFGGA9M6,针线二巷与针线胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.42103361525838,39.94418905459899
B0FFGG8IP3,东二环与东二环出口交叉口,地名地址信息;交通地名;路口名,190302,[],116.42719437647129,39.94685655900233
B0FFHVHUO2,东二环与东直门北桥交叉口,地名地址信息;交通地名;路口名,190302,[],116.42628263461354,39.94778229380047
B0FFHVHONC,东二环与北二环入口交叉口,地名地址信息;交通地名;路口名,190302,[],116.42554630198902,39.948202310697035
B0FFHVGI4I,北二环与北二环入口交叉口,地名地址信息;交通地名;路口名,190302,[],116.42554630198902,39.948202310697035
B0FFHVFSRI,北二环与和平里东街交叉口,地名地址信息;交通地名;路口名,190302,[],116.4192355370855,39.948287982574726
B0FFHPK9HC,东二环与东二环入口交叉口,地名地址信息;交通地名;路口名,190302,[],116.4265411111048,39.94762064493206
B000A9PS74,柏林社区,地名地址信息;普通地名;村庄级地名,190108,[],116.41753098250928,39.95061921121871
B0FFG5PF4N,民旺中巷与民旺北胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.42286853583974,39.95103987993104
B0FFG5KV0E,民旺三巷与民旺南胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.42063931227324,39.94990039842332
B0FFI8LNM3,东直门北中街与民安街交叉口,地名地址信息;交通地名;路口名,190302,[],116.4225910866962,39.943299858733276
B0FFI8L7KA,东直门北小街与民安街交叉口,地名地址信息;交通地名;路口名,190302,[],116.41938536347585,39.943417328499656
B0FFGGWGV8,民旺三巷与民旺北胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.4205961157597,39.95095231022871
B0FFGGTL2G,北利民胡同与育树胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.41804638513602,39.94483293356475
B0FFGGOFSH,民旺中巷与民旺北胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.4205961157597,39.95095231022871
B0FFGGGZC5,后永康北巷与炮局胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.41790522535912,39.944644804446085
B0FFGGFU1J,北官厅胡同与针线胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.4207570855381,39.945170712818566
B0FFGGB666,北官厅胡同与旗杆胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.4222020206917,39.94694926291472
B0FFGGAHHO,北官厅胡同与旗杆胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.4207570855381,39.945170712818566
B0FFGG972G,北利民胡同与炮局头条交叉口,地名地址信息;交通地名;路口名,190302,[],116.41766589526779,39.94481056840268
B0FFGQCJC5,北马杓胡同与民安胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.42584258557672,39.94212793647494
B0FFGQAPYK,西羊管胡同与针线胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.42051309472049,39.942320560865866
B000A9NNWR,和平里东街民旺25号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41942969571738,39.949142148386706
B0FFLKYI0E,北二环与安定门东大街交叉口,地名地址信息;交通地名;路口名,190302,[],116.41916143584328,39.94828590697496
B0FFLKWIPC,民旺中巷与民旺南胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.42283063116875,39.94982288303396
B0FFI8OY7Y,东直门北小街与炮局胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.41935315672248,39.94469224499084
B0FFI8OGEC,和平里东街与民旺南胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.41910715740829,39.94988978854634
B0FFI8LZW2,东直门北小街与青龙胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.41914859479171,39.946899948495975
B0FFI8L8OK,东土城路与东直门北大街交叉口,地名地址信息;交通地名;路口名,190302,[],116.42603912625039,39.94842794618252
B0FFGG9L2Y,东直门北小街与育树二条交叉口,地名地址信息;交通地名;路口名,190302,[],116.41924385424913,39.945887085718816
B0FFI8HSFF,东直门北小街与针线胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.41940952351155,39.942422392741165
B0FFI8HJ4P,东直门北小街与针线二巷交叉口,地名地址信息;交通地名;路口名,190302,[],116.41936423578538,39.944191276170955
B0FFI8HGP6,育树三条胡同与青龙胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.41838756709056,39.946927184612484
B0FFI8H1SM,东直门北小街与旗杆胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.41934308376197,39.94515621631912
B0FFI8GJXM,东土城路与安定门东大街交叉口,地名地址信息;交通地名;路口名,190302,[],116.42603912625039,39.94842794618252
B0FFGGWLP5,东玉门北顺城街与民安街交叉口,地名地址信息;交通地名;路口名,190302,[],116.42690331526165,39.943221306308686
B0FFGGNSSH,东直门北中街与白衣胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.42256514748186,39.942504859842785
B0FFGGLB1X,东扬威胡同与东羊管胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.4237110558895,39.94179625540017
B0FFGGKFXS,后永康北巷与后永康胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.41829390379766,39.94331123525583
B0FFGGK073,安定门东大街与旗杆胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.42218985132543,39.948133202252436
B0FFHVFVG7,东二环出口与东直门北桥交叉口,地名地址信息;交通地名;路口名,190302,[],116.42716233759155,39.9467075210975
B0FFHPOCWG,东直门北桥与北二环入口交叉口,地名地址信息;交通地名;路口名,190302,[],116.42691976418169,39.9477881485206
B0FFHPG7D8,育树三条胡同与育树二条交叉口,地名地址信息;交通地名;路口名,190302,[],116.4184668079885,39.94586130488316
B0FFI8OQZ2,东直门北小街与北官厅胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.41933197589164,39.945883176220086
B0FFI8HSVX,东直门北小街与北官厅胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.41932583959553,39.94688713032721
B0FFGGVAGU,东直门北小街与北利民胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.41926200547994,39.94489514344777
B0FFGGR538,东直门北小街与后永康胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.41930224922784,39.9434152431653
B0FFGGPSBM,东直门北小街与北新桥三条交叉口,地名地址信息;交通地名;路口名,190302,[],116.41933949426685,39.941893341621586
B0FFGGAYN7,东直门北桥与安定门东大街交叉口,地名地址信息;交通地名;路口名,190302,[],116.42194747977571,39.9481419239052
B0FFHVG4YT,东直门北小街与和平里东街交叉口,地名地址信息;交通地名;路口名,190302,[],116.41927361814497,39.94806203046195
B0FFHVG0L0,和平里东街与安定门东大街交叉口,地名地址信息;交通地名;路口名,190302,[],116.41927361814497,39.94806203046195
B0FFHPOCJ1,东二环出口与安定门东大街交叉口,地名地址信息;交通地名;路口名,190302,[],116.42719148374125,39.94597158991558
B0FFHPLJW3,东二环入口与安定门东大街交叉口,地名地址信息;交通地名;路口名,190302,[],116.42604121381376,39.94776797491112
B0FFHPKCCB,东二环出口与东直门北大街交叉口,地名地址信息;交通地名;路口名,190302,[],116.42719148374125,39.94597158991558
B0FFHPJ3FT,东直门北大街与北二环入口交叉口,地名地址信息;交通地名;路口名,190302,[],116.42714117702083,39.94767045429027
B000A9NNGJ,民旺园19号院4号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42395641035249,39.95000423187098
B000A9NXD0,东土城路13号院3号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.4256702786422,39.950063398603206
B000A9NXGR,民安小区18号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42340047935616,39.942398855302805
B000A9QF59,民旺园20号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.4224541243524,39.94919046667045
B0FFI8GPYD,东直门北大街与安定门东大街交叉口,地名地址信息;交通地名;路口名,190302,[],116.42603912625039,39.94842794618252
B0FFHVGGGR,东直门北小街与安定门东大街交叉口,地名地址信息;交通地名;路口名,190302,[],116.41916747288235,39.94805992203308
B0FFHPI5M7,东直门北大街与安定门东大街交叉口,地名地址信息;交通地名;路口名,190302,[],116.42719148374125,39.94597158991558
B0FFG4L2HL,北新桥三条1号1号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41862149965729,39.94204960904732
B000A9QH6K,民旺园21号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42158780545043,39.949167475694026
B000A9NOKR,民旺园14号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42263629488815,39.95007564456965
B0FFFOV9I0,北官厅10号,地名地址信息;门牌信息;道路门牌,190402,[],116.42156903872355,39.94711353545302
B000A9NNHN,民旺园8号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42083055218,39.95020159479608
B0FFFYIQO8,东扬威街小区5号楼-3单元,地名地址信息;地名地址信息;地名地址信息,190000,[],116.42506125960156,39.94203492996312
B0FFG4KZWC,华冠丽景嘉园6号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42043981771445,39.943667428647515
B0FFF51GUK,民旺园23号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42005749389581,39.94977677965404
B0FFLL9PPJ,民安东巷与民安街交叉口,地名地址信息;交通地名;路口名,190302,[],116.425683168984,39.943236684407296
B0FFF51GIY,和平新城27号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41965287308976,39.950183338713295
B0FFG4LQQH,民安小区12号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42420771042136,39.943020817285685
B000A8ZGUA,砖角楼南里3号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42508916107178,39.95104361049496
B000A9UV7Z,柏林寺西4号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41878263467771,39.95053943516231
B0FFLL9KYT,针线一巷与针线二巷交叉口,地名地址信息;交通地名;路口名,190302,[],116.41987294399574,39.94419480498444
B0FFILDWYC,北官厅2号院4号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42110546360901,39.946212054042746
B0FFG4VYBK,北官厅胡同4号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42192652592449,39.947528924133785
B0FFHFKLYG,北官厅胡同2号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42042452878243,39.94576432941148
B0FFG4LQPR,东直门北中街20号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.4228457022593,39.941591225557296
B0FFG4VTIS,华冠丽景嘉园5号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42070314685141,39.94407269745716
B0FFG4VQ60,北官厅二号院3号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42159624363272,39.94582461689333
B0FFG4VKOU,北新桥三条1号院3号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41867552781444,39.94239664917729
B0FFG4VK5P,北新桥三条甲20号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41718266743051,39.94177823269595
B0FFG4VIFK,北新桥三条1号院2号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41811177257031,39.9424620908413
B0FFG4VCFC,民安街8号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.4250822593943,39.942315945655224
B0FFG4V33T,东扬威街7号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42558620174717,39.94166562041162
B0FFG4V1AI,后永康胡同4号院3号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41753995254027,39.94309451647756
B0FFG4V01C,东扬威街5号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.4251043377098,39.94199398659984
B0FFG4LR53,东直门北小街22号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41973003412849,39.94191174553104
B0FFG4LQV5,华冠丽景嘉园12号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41962549809205,39.94497551543863
B0FFG4LQS5,东直门北小街24号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42030285773798,39.94180935521401
B0FFG4LP5D,东直门北小街14号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41969668960431,39.9442516181831
B0FFG4LOY6,北官厅胡同3号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42067395833358,39.94522062041174
B0FFG4LON7,北官厅甲二号院1号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.4216403654577,39.94538868383229
B0FFF83R44,华冠丽景嘉园2号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41972174729594,39.94407365136858
B0FFG4LI3I,华冠丽景嘉园1号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41968162552885,39.94458958912413
B0FFG4LGWB,东扬威街小区3号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42560512711934,39.94250861164488
B0FFG4LDXT,东扬威街小区1号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42565615088914,39.94301265807702
B0FFG4LDMK,北新桥三条1号院6号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41803159928496,39.942999991663505
B0FFG4LCKZ,东直门北小街18号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41969771599231,39.944055626996715
B0FFG4LBU3,民安小区14号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42413562620827,39.94275173868215
B0FFG4L6LJ,北新桥三条1号院4号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41806768064956,39.94273103732453
B0FFG4L2Y7,北新桥三条1号院7号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.4186243838209,39.942989574719945
B0FFG4L2IY,北新桥三条1号院5号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.4186354391049,39.94267159831348
B0FFG4L0O0,砖角楼南里12号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42350370002346,39.94982568703243
B0FFFCR3OI,华冠丽景嘉园斗4号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42072712990715,39.944479707473064
B0FFFCQHJ0,民旺园29号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42029567861333,39.950989985430894
B0FFFCMKCN,民旺园12号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42222662308855,39.95037015661996
B0FFFD07PS,东雍创业谷E座,地名地址信息;门牌信息;楼栋号,190403,[],116.41734259280106,39.943948296478844
B0FFFYIQFK,东直门北小街16号院2号楼-3单元,地名地址信息;地名地址信息;地名地址信息,190000,[],116.41971977662284,39.94382165926772
B0FFFYINR6,东直门北小街16号院1号楼-1单元,地名地址信息;地名地址信息;地名地址信息,190000,[],116.41977679764004,39.94428370062817
B0FFFWVN58,民安小区16号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42353761596975,39.94305499497777
B0FFGRJ0ZX,和平里东街15号院3号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41841121975642,39.949900090836785
B0FFGRJ0ON,和平里东街15号院2号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41824703899287,39.94961594063557
B0FFGRJ0MB,和平里东街15号院1号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41874572091326,39.949472440160434
B000A9UV6K,和平里东街9号院1号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41870445696524,39.95110933446234
B0FFLL89NH,后永康一巷与炮局胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.41740058148369,39.944614324705434
B000A9O0UK,柏林寺西5号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41849923068756,39.95073214509658
B0FFHGGA9K,东土城路乙14号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42665899320164,39.9501927019204
B000A9NNHG,民旺园18号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.4207123040196,39.950797442416984
B0FFF8NLBZ,后永康胡同17号院1号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41751488169268,39.94339948066209
B0FFI7QFIP,青龙胡同1,地名地址信息;门牌信息;门牌信息,190400,[],116.41891125398062,39.94704070230953
B0FFLL6A5C,后永康一巷与后永康胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.4177281656276,39.94331668690643
B0FFIVNMQQ,东土城路与安定门东滨河交叉口,地名地址信息;交通地名;路口名,190302,[],116.42639967034597,39.949121396860406
B0FFF83CPI,砖角楼南里4号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42404565348696,39.94923937179155
B0FFF51J8J,东直门内北小街16号院3号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42042663964268,39.944917365103805
B000A9O416,砖角楼南里6号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42424072255919,39.951213535415974
B000A9NNX5,民旺园13号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.4223117023762,39.95077623897815
BZDCPW02FU,北二环入口(二环路方向),地名地址信息;交通地名;城市快速路入口,190309,[],116.4259339780292,39.9481538186216
B0FFLL7WRA,东直门北大街与东直门北桥交叉口,地名地址信息;交通地名;路口名,190302,[],116.4263596863522,39.948441370337896
B0FFLL5R1Z,和平里东街与安定门东滨河交叉口,地名地址信息;交通地名;路口名,190302,[],116.41915735295562,39.94889287890929
B0FFIVNDUD,安定门东滨河与民旺南胡同交叉口,地名地址信息;交通地名;路口名,190302,[],116.42389342603066,39.949074191151354
B0FFG4VWEU,东直门内北小街8号院1号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41967435193905,39.946658499910065
B0G0XBWYXR,东直门北小街16号院1号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41959554308525,39.94429451119432
B0G2PYGKSI,东直门北中街18号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42286864862638,39.942296224757065
B0G2BY785J,东羊管胡同5号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42373712899655,39.94155329679495
B0G2BU9BIH,民安街16号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42340841395679,39.94301284058236
B0FFG4LOQD,东直门内北小街8号院2号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41957126332063,39.94622640973653
B0FFKW67EI,砖角楼南里13号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42416877724288,39.94985349972345
B0FFG4LGHZ,东直门内北小街8号院3号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42018711786922,39.946323053348415
B0FFG4L2BX,东直门内北小街8号院4号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42068586372206,39.9460995986695
B0FFK2UA8Y,后永康胡同4号院1号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41748583600082,39.943467450489095
B0FFJ97CY1,东直门北小街,地名地址信息;门牌信息;楼栋号,190403,[],116.41911790916599,39.94410202765988
B0FFG4LS4R,和平里东街民旺园19号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42339556795363,39.94950056931723
B0FFFD0S03,东直门内北小街16号院2号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.4196046455133,39.943589548507724
B000A9NXF2,东土城路13号院2号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42555198260656,39.95079021626867
B000A8ZI2Y,民旺园26号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41963790391821,39.94977733910736
B0G0GRKEH6,北官厅胡同甲2号院3号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42103446504144,39.94537900855861
B000A9NO3S,民旺园9号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42331620859488,39.95132740201029
B000A9NNWV,民旺园24号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42226358115838,39.951146168775466
B000A9NWS1,民旺园19号院3号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42412860900353,39.95065741841613
B000A9NWQ7,民旺园19号院2号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42342548391599,39.95053756458222
B000A9NRN5,民旺园19号院1号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42349154523588,39.950888630532376
B000A9O3WD,砖角楼南里2号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42588849921312,39.95129763528018
B0FFFYIQDA,民安街16号楼-10单元,地名地址信息;门牌信息;门牌信息,190400,[],116.42317708173051,39.94272357439898
B0FFFYDF32,东直门北中街1号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42197515529183,39.94316515184581
B000A9NZ3B,柏林寺西8号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.4178494860305,39.94988154433179
B0FFH3PRES,东二环入口(东南向),地名地址信息;交通地名;城市快速路入口,190309,[],116.42628565314011,39.94767830190434
B000A9O073,柏林寺9号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41771341256029,39.949079445449016
B0FFFYIPVQ,东扬威街小区5号楼-1单元,地名地址信息;门牌信息;门牌信息,190400,[],116.42494807019739,39.94202178630371
B0FFFYIBA7,北官厅二号院2号楼-1单元,地名地址信息;门牌信息;门牌信息,190400,[],116.42187461443316,39.94621391679464
B000A9NZ37,柏林寺西6号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.41782535607533,39.950656490638465
B0FFFYIQD2,东直门北小街24号楼-十单元,地名地址信息;门牌信息;楼栋号,190403,[],116.42012357206924,39.94204515477571
B0FFFYIPX9,北官厅甲二号院2号楼-4单元,地名地址信息;门牌信息;门牌信息,190400,[],116.42104147471956,39.94538401608602
B000A9NPED,民旺园17号楼,地名地址信息;门牌信息;楼栋号,190403,[],116.42071734878711,39.95050345946989
B0FFFYIQU8,东直门北小街16号院2号楼-5单元,地名地址信息;门牌信息;门牌信息,190400,[],116.41970376327404,39.94375064535793
B0FFFAA5ZU,香河园桥,地名地址信息;交通地名;立交桥,190306,[],116.43587285089582,39.94809693102775
B0FFGQ6CAK,香河园北街,地名地址信息;交通地名;道路名,190301,[],116.43181710107794,39.9483152674672
B0FFGQA9YA,香河园北街,地名地址信息;交通地名;道路名,190301,[],116.43409889871432,39.94837492822701
